,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log10padj,category
ENSRNOG00000020779,52.71937226,0.81937218,0.292958605,2.796887229,0.005159754,0.041623322,1.380663264,Insignficant/Low
ENSRNOG00000019675,150.1374776,0.544452921,0.194672438,2.796764285,0.005161718,0.041623322,1.380663264,Insignficant/Low
ENSRNOG00000017619,201.4113033,-0.449053158,0.160578488,-2.796471458,0.005166397,0.041623322,1.380663264,Insignficant/Low
ENSRNOG00000032574,2388.931002,-0.220710408,0.078900846,-2.797313593,0.005152949,0.041623322,1.380663264,Insignficant/Low
ENSRNOG00000049128,1602.487622,0.226877002,0.081130104,2.796458894,0.005166598,0.041623322,1.380663264,Insignficant/Low
ENSRNOG00000004423,593.2875184,-0.256077651,0.091555024,-2.796980884,0.005158259,0.041623322,1.380663264,Insignficant/Low
ENSRNOG00000002341,994.30873,0.356764821,0.127537221,2.797338827,0.005152547,0.041623322,1.380663264,Insignficant/Low
ENSRNOG00000022337,991.0563178,0.507354733,0.181450976,2.796098115,0.00517237,0.041647722,1.380408748,Insignficant/Low
ENSRNOG00000014161,254.8603399,-0.561946267,0.200995291,-2.795818069,0.005176853,0.041661735,1.380262644,Insignficant/Low
ENSRNOG00000053896,48.6903077,-1.415951632,0.506582225,-2.795107213,0.005188251,0.04170925,1.379767618,Downregulated
ENSRNOG00000017953,75.85373988,-0.567252086,0.202943128,-2.795128334,0.005187912,0.04170925,1.379767618,Insignficant/Low
ENSRNOG00000047151,114.8374998,2.861897467,1.024422456,2.793669205,0.005211376,0.04187299,1.378066022,Upregulated
ENSRNOG00000010475,1130.570491,0.386224799,0.138333211,2.791988966,0.005238514,0.042068788,1.376040005,Insignficant/Low
ENSRNOG00000004011,405.0375116,-0.31872196,0.114241895,-2.78988685,0.005272646,0.042301573,1.373643481,Insignficant/Low
ENSRNOG00000006019,169.3280626,-0.972488421,0.348579563,-2.789860695,0.005273072,0.042301573,1.373643481,Insignficant/Low
ENSRNOG00000013304,1347.044389,-0.387027852,0.138742036,-2.789550043,0.005278134,0.042319821,1.373456176,Insignficant/Low
ENSRNOG00000002350,13.08031861,1.360758841,0.487910721,2.788950485,0.005287915,0.042375871,1.372881362,Upregulated
ENSRNOG00000061263,9.125031047,1.660275088,0.595343472,2.788768443,0.005290888,0.042377333,1.372866376,Upregulated
ENSRNOG00000054989,134.711677,0.698595023,0.250585237,2.78785387,0.005305847,0.042474747,1.371869204,Insignficant/Low
ENSRNOG00000001238,2234.101709,0.189670989,0.06804388,2.78748053,0.005311965,0.042501314,1.371597638,Insignficant/Low
ENSRNOG00000040024,74.61498827,0.584333799,0.209719277,2.786266515,0.005331901,0.042627933,1.370305727,Insignficant/Low
ENSRNOG00000021725,3084.823904,-0.287529654,0.103198699,-2.786175185,0.005333404,0.042627933,1.370305727,Insignficant/Low
ENSRNOG00000001302,220.6387582,-0.62673491,0.225026063,-2.785165864,0.005350035,0.042738363,1.369182112,Insignficant/Low
ENSRNOG00000012558,913.2772776,0.217306695,0.078041999,2.784483969,0.005361297,0.042805814,1.36849724,Insignficant/Low
ENSRNOG00000009870,33.46083968,-0.846864711,0.304231231,-2.783621877,0.005375566,0.042897188,1.367571177,Insignficant/Low
ENSRNOG00000008513,188.1854555,-0.843862693,0.303186402,-2.783313128,0.005380685,0.042915483,1.367385991,Insignficant/Low
ENSRNOG00000008663,587.5488141,0.306871704,0.110283025,2.782583305,0.005392802,0.042966993,1.366865036,Insignficant/Low
ENSRNOG00000021795,71.29754276,0.915903389,0.329150761,2.782625771,0.005392096,0.042966993,1.366865036,Insignficant/Low
ENSRNOG00000019212,2615.345462,0.318045909,0.114340794,2.781561132,0.005409814,0.043079936,1.365724955,Insignficant/Low
ENSRNOG00000031113,326.7316669,-0.406175304,0.146073432,-2.780624078,0.005425452,0.043181823,1.364699032,Insignficant/Low
ENSRNOG00000033568,2991.201997,0.232969236,0.083790064,2.780392139,0.005429329,0.043190044,1.364616353,Insignficant/Low
ENSRNOG00000005450,142.3654569,-0.665419511,0.239343943,-2.780181113,0.005432859,0.043195495,1.364561547,Insignficant/Low
ENSRNOG00000019418,246.4128256,-0.415887373,0.149717392,-2.777816037,0.005472559,0.04346563,1.361854023,Insignficant/Low
ENSRNOG00000032441,1895.933515,0.385911664,0.138921857,2.777904586,0.005471068,0.04346563,1.361854023,Insignficant/Low
ENSRNOG00000010306,812.5868163,-0.33076158,0.11909298,-2.777339021,0.005480598,0.043506724,1.36144362,Insignficant/Low
ENSRNOG00000060832,304.6915032,0.354795466,0.12775831,2.777083279,0.005484912,0.043518223,1.361328846,Insignficant/Low
ENSRNOG00000019219,245.2098039,0.382982791,0.138072226,2.773785892,0.005540813,0.043938793,1.357151877,Insignficant/Low
ENSRNOG00000049361,153.8665347,1.468478949,0.529488574,2.773391195,0.005547539,0.04395956,1.356946663,Upregulated
ENSRNOG00000000306,232.0232424,0.515171974,0.185761859,2.773292519,0.005549221,0.04395956,1.356946663,Insignficant/Low
ENSRNOG00000004420,6096.932402,-0.352583026,0.127143374,-2.773113663,0.005552272,0.043960797,1.356934443,Insignficant/Low
ENSRNOG00000011287,2869.616489,0.204084186,0.073599124,2.77291596,0.005555647,0.043964591,1.356896965,Insignficant/Low
ENSRNOG00000018556,758.394238,-0.285305005,0.102911943,-2.772321637,0.005565801,0.04400355,1.356512289,Insignficant/Low
ENSRNOG00000007158,218.5476654,0.383243364,0.138249233,2.772119271,0.005569263,0.04400355,1.356512289,Insignficant/Low
ENSRNOG00000003177,622.6954316,0.345957293,0.12479537,2.772196543,0.005567941,0.04400355,1.356512289,Insignficant/Low
ENSRNOG00000018325,603.2862642,0.311844735,0.112500669,2.771936718,0.005572387,0.044005339,1.35649463,Insignficant/Low
ENSRNOG00000018411,745.9549343,-0.264157569,0.095306553,-2.771662194,0.005577088,0.044019573,1.356354174,Insignficant/Low
ENSRNOG00000046227,1544.175815,0.23396107,0.08444818,2.770469059,0.005597562,0.04415822,1.35498844,Insignficant/Low
ENSRNOG00000035467,13.89333507,1.41798521,0.512038279,2.76929532,0.005617769,0.044294621,1.353649015,Upregulated
ENSRNOG00000007818,370.0136054,-0.45736505,0.165203018,-2.768502985,0.005631447,0.044379426,1.35281832,Insignficant/Low
ENSRNOG00000040189,62.3993555,0.646385431,0.233522927,2.767974178,0.005640592,0.044428442,1.352338912,Insignficant/Low
ENSRNOG00000010452,3013.556173,-0.356787934,0.128918401,-2.767548545,0.005647963,0.044463438,1.351996965,Insignficant/Low
ENSRNOG00000003512,20.01854026,1.048030678,0.378754928,2.767041691,0.005656752,0.044509553,1.351546771,Upregulated
ENSRNOG00000015696,422.9261956,0.323734207,0.117024958,2.766368931,0.005668437,0.044578394,1.350875583,Insignficant/Low
ENSRNOG00000016960,623.5167615,0.27758426,0.100375701,2.765452769,0.005684384,0.044657553,1.35010508,Insignficant/Low
ENSRNOG00000021013,531.31328,0.252488162,0.091297797,2.76554494,0.005682777,0.044657553,1.35010508,Insignficant/Low
ENSRNOG00000008274,1031.740339,0.38885285,0.140642801,2.764825835,0.00569532,0.044674133,1.349943863,Insignficant/Low
ENSRNOG00000010892,836.9769729,-0.251349888,0.090908396,-2.764869892,0.00569455,0.044674133,1.349943863,Insignficant/Low
ENSRNOG00000021660,230.6202429,-0.422405521,0.152771021,-2.764958418,0.005693005,0.044674133,1.349943863,Insignficant/Low
ENSRNOG00000010023,2562.999359,-0.211994131,0.076698029,-2.764010159,0.005709576,0.044762841,1.349082355,Insignficant/Low
ENSRNOG00000002487,29.677175,-1.147688302,0.415317739,-2.763398221,0.005720293,0.044814646,1.348580034,Downregulated
ENSRNOG00000031053,13570.44243,0.316191018,0.114425319,2.763295937,0.005722086,0.044814646,1.348580034,Insignficant/Low
ENSRNOG00000029028,1350.866717,0.192427569,0.069649873,2.762784198,0.005731064,0.04485,1.348237553,Insignficant/Low
ENSRNOG00000052795,4991.623274,0.25286899,0.091529592,2.76270205,0.005732507,0.04485,1.348237553,Insignficant/Low
ENSRNOG00000019746,1713.164522,-0.215739239,0.078096507,-2.762469763,0.005736587,0.044858814,1.348152208,Insignficant/Low
ENSRNOG00000010737,3582.559286,0.279065467,0.101050045,2.761656047,0.005750903,0.044947611,1.347293383,Insignficant/Low
ENSRNOG00000019528,2331.832516,0.496830442,0.179952,2.760905364,0.005764138,0.045027878,1.346518524,Insignficant/Low
ENSRNOG00000012247,8536.604105,0.161226485,0.058410196,2.760245584,0.005775793,0.045072552,1.346087856,Insignficant/Low
ENSRNOG00000042492,2206.553179,-0.228918969,0.082933254,-2.760279598,0.005775191,0.045072552,1.346087856,Insignficant/Low
ENSRNOG00000054011,455.8892341,-0.498069919,0.180497984,-2.759420948,0.005790389,0.045163253,1.345214781,Insignficant/Low
ENSRNOG00000015423,1634.554515,-0.902678091,0.327169384,-2.759054289,0.00579689,0.045190748,1.344950469,Insignficant/Low
ENSRNOG00000016749,11.83649598,1.352239163,0.490152041,2.758815732,0.005801124,0.045200545,1.344856327,Upregulated
ENSRNOG00000014212,80.49428465,0.57300054,0.207796726,2.757505143,0.00582443,0.045358866,1.343337807,Insignficant/Low
ENSRNOG00000023334,754.7914272,-0.529016615,0.1918683,-2.757186126,0.005830116,0.045379874,1.343136713,Insignficant/Low
ENSRNOG00000001120,834.0100827,0.368485726,0.133665216,2.756780985,0.005837344,0.045412858,1.342821164,Insignficant/Low
ENSRNOG00000051005,123.3920144,0.520496036,0.188840716,2.756270182,0.005846468,0.045460556,1.342365259,Insignficant/Low
ENSRNOG00000010482,630.7556671,-0.321883888,0.116820324,-2.755375746,0.005862477,0.045526662,1.341734189,Insignficant/Low
ENSRNOG00000006364,947.4616396,-0.284867188,0.103377687,-2.755596455,0.005858523,0.045526662,1.341734189,Insignficant/Low
ENSRNOG00000006483,391.4748277,-0.344695596,0.125103074,-2.755292781,0.005863964,0.045526662,1.341734189,Insignficant/Low
ENSRNOG00000014132,119.1129449,-0.4988633,0.181097403,-2.754668438,0.005875164,0.045590312,1.341127436,Insignficant/Low
ENSRNOG00000016833,2928.376415,-0.388347847,0.140986973,-2.754494549,0.005878287,0.045591249,1.341118512,Insignficant/Low
ENSRNOG00000001271,1235.514534,0.36490819,0.132530699,2.753386152,0.005898228,0.045722558,1.339869479,Insignficant/Low
ENSRNOG00000026171,497.0664889,0.26138995,0.094940032,2.75321109,0.005901383,0.045723676,1.339858863,Insignficant/Low
ENSRNOG00000000145,97.68295504,-0.741818099,0.269575965,-2.751796133,0.005926941,0.045898276,1.338203629,Insignficant/Low
ENSRNOG00000039698,10.13057065,1.567745777,0.569966673,2.750592011,0.005948768,0.046020374,1.337049854,Upregulated
ENSRNOG00000000983,249.3883858,0.332105432,0.12073562,2.750683128,0.005947114,0.046020374,1.337049854,Insignficant/Low
ENSRNOG00000019589,7.755070706,2.075823536,0.754748765,2.75035036,0.005953157,0.046030881,1.336950716,Upregulated
ENSRNOG00000045535,1493.660752,0.25073006,0.091178365,2.749885459,0.00596161,0.046054915,1.336724011,Insignficant/Low
ENSRNOG00000026023,179.8665127,0.400071719,0.145488782,2.74984581,0.005962331,0.046054915,1.336724011,Insignficant/Low
ENSRNOG00000008536,90.84060031,0.851340059,0.309692374,2.748986187,0.005977991,0.046152397,1.33580574,Insignficant/Low
ENSRNOG00000061122,156.120094,0.430535172,0.156657652,2.748254986,0.00599134,0.046231952,1.335057768,Insignficant/Low
ENSRNOG00000003905,995.4757017,-0.361333747,0.131552261,-2.746693562,0.006019935,0.046429018,1.333210506,Insignficant/Low
ENSRNOG00000041826,178.1625124,0.392675439,0.143036353,2.74528419,0.006045852,0.046584184,1.331761506,Insignficant/Low
ENSRNOG00000025290,102.986819,0.952865515,0.347094073,2.745265881,0.006046189,0.046584184,1.331761506,Insignficant/Low
ENSRNOG00000007582,434.5339547,0.469135236,0.170915133,2.744843171,0.006053982,0.046620574,1.331422381,Insignficant/Low
ENSRNOG00000018788,824.4156021,-0.293893246,0.107093159,-2.744276556,0.006064442,0.046677457,1.330892815,Insignficant/Low
ENSRNOG00000024793,200.1883156,-0.5254677,0.191576961,-2.742854349,0.006090769,0.046839437,1.329388332,Insignficant/Low
ENSRNOG00000004476,15393.54416,0.442383334,0.161295536,2.742688009,0.006093855,0.046839437,1.329388332,Insignficant/Low
ENSRNOG00000057941,94.27995631,0.666546462,0.243030943,2.742640317,0.00609474,0.046839437,1.329388332,Insignficant/Low
ENSRNOG00000005528,1419.155974,0.204037167,0.074400022,2.742434226,0.006098566,0.046845132,1.329335529,Insignficant/Low
ENSRNOG00000013454,766.1005013,-0.298407473,0.108851786,-2.741410898,0.006117595,0.046967542,1.328202165,Insignficant/Low
ENSRNOG00000003915,3550.505092,-0.268495428,0.097949348,-2.741166058,0.006122156,0.046978806,1.328098022,Insignficant/Low
ENSRNOG00000024056,455.2267708,0.290060734,0.105887683,2.739324597,0.006156556,0.047197691,1.326079246,Insignficant/Low
ENSRNOG00000014548,151.2969848,-0.587659908,0.214528724,-2.73930641,0.006156896,0.047197691,1.326079246,Insignficant/Low
ENSRNOG00000018408,499.5219383,-0.243639938,0.088969228,-2.73847423,0.0061725,0.047293432,1.325199172,Insignficant/Low
ENSRNOG00000001192,818.1102004,-0.266878621,0.097471892,-2.738005956,0.006181296,0.047336942,1.324799803,Insignficant/Low
ENSRNOG00000042118,707.0033001,0.355420005,0.129831859,2.737540764,0.006190045,0.047380051,1.32440448,Insignficant/Low
ENSRNOG00000003840,123.9824434,-0.510146417,0.186424546,-2.736476653,0.0062101,0.047509613,1.323218511,Insignficant/Low
ENSRNOG00000004978,948.0036726,0.507610529,0.185549902,2.735708961,0.006224605,0.047596603,1.322424039,Insignficant/Low
ENSRNOG00000047526,346.6142721,0.416082131,0.152123981,2.735151473,0.006235158,0.047640373,1.322024843,Insignficant/Low
ENSRNOG00000036726,11.18505633,1.819651865,0.665342597,2.734909613,0.006239741,0.047640373,1.322024843,Upregulated
ENSRNOG00000037428,354.8852991,0.420718602,0.153823692,2.735070246,0.006236697,0.047640373,1.322024843,Insignficant/Low
ENSRNOG00000061085,737.4574715,-0.496684214,0.181653505,-2.734239644,0.006252452,0.047713435,1.321359312,Insignficant/Low
ENSRNOG00000005533,75.87629418,0.62434301,0.228374792,2.733852562,0.006259807,0.047745568,1.321066939,Insignficant/Low
ENSRNOG00000030719,86.84743352,0.869446522,0.318136262,2.732937504,0.006277224,0.047854381,1.3200783,Insignficant/Low
ENSRNOG00000054361,212.9868038,0.468186945,0.171344803,2.732425705,0.006286985,0.047880719,1.319839341,Insignficant/Low
ENSRNOG00000008712,196.320072,0.357558784,0.130853055,2.732521494,0.006285157,0.047880719,1.319839341,Insignficant/Low
ENSRNOG00000003068,110.3983919,0.504210436,0.184540185,2.732252798,0.006290286,0.047881843,1.319829142,Insignficant/Low
ENSRNOG00000011680,35.45415741,0.923259848,0.338030972,2.731287736,0.006308737,0.047974198,1.318992278,Insignficant/Low
ENSRNOG00000037984,1654.498204,-0.276298776,0.101159906,-2.731307158,0.006308365,0.047974198,1.318992278,Insignficant/Low
ENSRNOG00000031090,595.5196667,-0.415987363,0.152353604,-2.730407113,0.006325616,0.048078478,1.318049291,Insignficant/Low
ENSRNOG00000005470,258.2272498,0.351741261,0.128844937,2.729957967,0.00633424,0.048119945,1.317674875,Insignficant/Low
ENSRNOG00000023633,54.45224861,-0.883724914,0.323871059,-2.728631931,0.006359764,0.048289692,1.316145568,Insignficant/Low
ENSRNOG00000000920,335.1264971,0.357446817,0.131032925,2.72791604,0.006373583,0.048370429,1.31542006,Insignficant/Low
ENSRNOG00000010071,153.3156619,-0.66938985,0.245432511,-2.727388673,0.00638378,0.048423614,1.3149428,Insignficant/Low
ENSRNOG00000006444,2617.337684,-0.259028126,0.094988304,-2.726947587,0.006392319,0.048464183,1.3145791,Insignficant/Low
ENSRNOG00000016273,358.3682114,-0.327558584,0.120138103,-2.726517036,0.006400665,0.048503242,1.314229236,Insignficant/Low
ENSRNOG00000031138,300.8092771,-0.350097234,0.128430258,-2.725971591,0.006411252,0.048535029,1.31394471,Insignficant/Low
ENSRNOG00000014462,1167.652082,-0.253049478,0.092826417,-2.726050255,0.006409724,0.048535029,1.31394471,Insignficant/Low
ENSRNOG00000000407,388.8916066,-0.333958006,0.122524633,-2.725639725,0.006417701,0.048559642,1.31372452,Insignficant/Low
ENSRNOG00000042787,13.19059762,1.240705974,0.45536283,2.724653598,0.006436898,0.048680645,1.312643672,Upregulated
ENSRNOG00000022635,249.1669533,0.457247408,0.167851383,2.724120591,0.006447296,0.048735012,1.312158927,Insignficant/Low
ENSRNOG00000020835,10.0406466,-1.503269286,0.551965969,-2.723481829,0.006459777,0.04878094,1.311749838,Downregulated
ENSRNOG00000062182,9.373148238,1.777855343,0.652787905,2.723480827,0.006459797,0.04878094,1.311749838,Upregulated
ENSRNOG00000047276,2359.688188,-0.371370442,0.136370764,-2.723240888,0.00646449,0.048792122,1.311650292,Insignficant/Low
ENSRNOG00000048061,748.1913522,-0.232947997,0.085555894,-2.722758029,0.006473946,0.048839214,1.311231335,Insignficant/Low
ENSRNOG00000021763,91.77769393,-0.520450394,0.191227417,-2.72163062,0.006496071,0.048981793,1.309965325,Insignficant/Low
ENSRNOG00000042286,356.7273689,-0.606357703,0.2228777,-2.720584897,0.006516654,0.049112606,1.30880702,Insignficant/Low
ENSRNOG00000004201,1344.477891,0.354892299,0.130459093,2.720333941,0.006521602,0.049125519,1.30869285,Insignficant/Low
ENSRNOG00000016245,140.2932165,-0.627398872,0.230654958,-2.720075383,0.006526704,0.049139574,1.308568616,Insignficant/Low
ENSRNOG00000021068,998.8414192,0.231142106,0.084986819,2.719740648,0.006533314,0.049164966,1.308344259,Insignficant/Low
ENSRNOG00000052778,1515.770222,0.329213418,0.121057412,2.71948172,0.006538431,0.049179104,1.308219386,Insignficant/Low
ENSRNOG00000046874,513.7199014,-0.321274856,0.118162334,-2.718927806,0.00654939,0.049214739,1.307904818,Insignficant/Low
ENSRNOG00000011705,2384.844831,-0.332040175,0.122129673,-2.71875104,0.006552891,0.049214739,1.307904818,Insignficant/Low
ENSRNOG00000048004,116.518832,0.890133582,0.327397165,2.718818844,0.006551548,0.049214739,1.307904818,Insignficant/Low
ENSRNOG00000024437,1268.164407,0.349933416,0.128773646,2.717430363,0.0065791,0.049387153,1.30638601,Insignficant/Low
ENSRNOG00000006569,10.09747655,1.546144771,0.569048626,2.717069685,0.006586274,0.049416579,1.306127326,Upregulated
ENSRNOG00000061814,1967.959772,-0.200580361,0.073850411,-2.71603582,0.006606877,0.049546683,1.304985414,Insignficant/Low
ENSRNOG00000020455,3141.09015,0.237154799,0.08734987,2.714998863,0.0066276,0.049643603,1.304136706,Insignficant/Low
ENSRNOG00000029107,42.21711237,-0.688678071,0.253665025,-2.714911414,0.00662935,0.049643603,1.304136706,Insignficant/Low
ENSRNOG00000011865,239.0279534,-0.337956913,0.124482337,-2.71489853,0.006629608,0.049643603,1.304136706,Insignficant/Low
ENSRNOG00000022844,747.45201,0.630432362,0.232241826,2.714551345,0.006636561,0.049662648,1.303970127,Insignficant/Low
ENSRNOG00000021887,113.6620035,-0.525451784,0.193576138,-2.714445018,0.006638692,0.049662648,1.303970127,Insignficant/Low
ENSRNOG00000002470,172.3315277,-0.64042871,0.235973811,-2.713982145,0.006647975,0.049707606,1.303577155,Insignficant/Low
ENSRNOG00000015928,415.8113261,0.271299955,0.100002173,2.712940589,0.006668906,0.049839571,1.302425701,Insignficant/Low
