"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSRNOG00000013536",2475.32576080251,-0.220906875187064,0.0980611943727049,-2.25274510065067,0.0242752254912474,0.120001163512397
"ENSRNOG00000021437",7.0770516750993,0.870335675114502,0.76333370812402,1.14017718050661,0.254212492420844,0.517628172419273
"ENSRNOG00000033503",3.05656403392199,-1.07198682104133,0.923271253143869,-1.16107462177672,0.245611554280136,NA
"ENSRNOG00000013602",1407.3846000714,0.0430869832122955,0.0943127927530218,0.456851949290994,0.647777463298886,0.831164615506603
"ENSRNOG00000013825",878.071809348572,-0.464663245392063,0.161126882719618,-2.88383438907981,0.00392865300907763,0.034267963581765
"ENSRNOG00000013954",257.039648583552,0.387527794308332,0.237007491801072,1.63508668592467,0.102030876806186,0.303320933643654
"ENSRNOG00000014241",9521.82671274179,0.184248083529897,0.0844020352319534,2.18298152436191,0.0290371706297729,0.136256386141094
"ENSRNOG00000014368",2642.52738183673,0.0958462707339583,0.0882121771840266,1.08654240030836,0.277239092671331,0.543245530491205
"ENSRNOG00000014445",4534.81933675279,-0.192896579933657,0.0589014613266866,-3.27490312784924,0.00105698211941531,0.0130604804438087
"ENSRNOG00000014909",796.893751698364,-0.102758707197514,0.188796128377142,-0.544283974892969,0.586246072753275,0.793611415656199
"ENSRNOG00000014970",178.675117553231,0.364446589755307,0.18772808919044,1.94135353599427,0.0522154100266741,0.19993525382377
"ENSRNOG00000015079",10415.2073590275,0.0203043323218544,0.135463414724589,0.149887941058737,0.880853025874711,0.950315007881029
"ENSRNOG00000015385",607.728255483755,0.507093621804315,0.126779756175888,3.9997996296885,6.33961363718762e-05,0.00146090095135556
"ENSRNOG00000016010",529.099611701942,0.129498921883406,0.135140990973287,0.958250497874505,0.337936458930766,0.603888067121958
"ENSRNOG00000016322",3219.54896745756,-0.181037021103731,0.111950783846688,-1.61711258182573,0.10585398146672,0.310627741556253
"ENSRNOG00000027882",2.28334428529687,1.42473641324786,1.19823107222788,1.18903310577552,0.23442663977302,NA
"ENSRNOG00000016553",54.0335911878618,0.0888628381106358,0.263248541946561,0.3375625082424,0.735692899405445,0.880739248719492
"ENSRNOG00000058154",3.21707652426896,0.242837706341149,0.922753979113505,0.263166252151462,0.792422441102996,NA
"ENSRNOG00000027731",83.6662958822072,0.61689135561931,0.295589984352408,2.08698328182812,0.0368896457976429,0.159421218293399
"ENSRNOG00000016647",239.890422134247,0.544407150088392,0.173086698288555,3.14528589124049,0.00165924597829606,0.0181536811429423
"ENSRNOG00000016798",189.211856216684,-0.691731624826175,0.309618282228855,-2.2341433453044,0.025473642769852,0.124347165989095
"ENSRNOG00000017037",206.890899324587,0.152566130067229,0.128874297919279,1.18383675046509,0.236477691429234,0.497783574677863
"ENSRNOG00000017244",130.706285425603,0.53169955613132,0.223433242273262,2.37967972322151,0.0173276910214043,0.0962114500369455
"ENSRNOG00000017401",32.1764537530297,0.719882934222405,0.316979270843215,2.27107259193133,0.0231425838624777,0.116449065121135
"ENSRNOG00000049761",7.85706688836108,-0.609320104814682,0.680487160361365,-0.895417489568958,0.370563954786957,0.632219325625742
"ENSRNOG00000049402",1374.84004367821,-0.0866173575988834,0.133178702600356,-0.650384452676384,0.515443917467881,0.748427154955262
"ENSRNOG00000042696",1437.90913776497,-0.170961914073126,0.119421473192301,-1.43158436672299,0.152262806331243,0.386892462817897
"ENSRNOG00000007330",2565.24826282143,-0.202167334729973,0.0670024197028454,-3.01731393622174,0.00255025547343307,0.0249537239816717
"ENSRNOG00000017706",446.876488165218,0.352442083510919,0.121976399692594,2.88942848287986,0.00385942785280998,0.033805992383158
"ENSRNOG00000017780",578.416305930532,0.221567251540666,0.118900520312114,1.86346746809058,0.062396525426158,0.222820899902217
"ENSRNOG00000017979",423.701392102317,0.0448165401358789,0.108389467003971,0.4134768937856,0.67925724796693,0.850177249454035
"ENSRNOG00000018097",2292.19110523275,0.0613457556393989,0.0824988295236986,0.743595466669945,0.457121246634157,0.70475566003922
"ENSRNOG00000018183",5345.94588271549,0.0575052421017263,0.119900864687581,0.479606567071594,0.631507175850249,0.821630223822985
"ENSRNOG00000061876",743.022658681312,-0.260877675052405,0.108585170676403,-2.40251659989421,0.0162826955319421,0.0924715835258315
"ENSRNOG00000049959",123.285270000583,-0.00641655781331337,0.224305821770999,-0.0286062919038465,0.977178593925804,0.989753506543307
"ENSRNOG00000050636",430.693870965283,-0.189430137440722,0.116296107333936,-1.62886051634375,0.10334255020511,0.305798902458068
"ENSRNOG00000054390",8.84525233872076,0.372600171274327,0.717140426526147,0.519563752777424,0.603367667355988,0.804815150251105
"ENSRNOG00000061263",9.12503104704424,1.66027508790143,0.595343472252408,2.78876844255969,0.00529088792062302,0.0423773333135977
"ENSRNOG00000006327",784.088250947643,0.0258963909427796,0.0904036064387086,0.286453073753609,0.77453112989322,0.90214282537634
"ENSRNOG00000054998",4.17281629366858,0.297258333820312,0.86313411206637,0.344394144159899,0.730549892118548,NA
"ENSRNOG00000006855",4.25071435958934,-0.0504592932452995,0.901752423132617,-0.055956925593843,0.955376121760386,NA
"ENSRNOG00000007574",60.1003746351028,-0.0552457206820979,0.24509705905798,-0.225403441781116,0.821665434380529,0.925653656268747
"ENSRNOG00000007967",1448.94759329189,-0.0975850657209028,0.073942970503823,-1.31973418238394,0.186923783170853,0.436676570056029
"ENSRNOG00000008052",931.290406702429,0.0581472034482058,0.111742471949122,0.520367971407335,0.60280712907462,0.804555199694777
"ENSRNOG00000008257",1.61791810829753,1.74145882275592,1.36874433123892,1.27230395261592,0.203265144763209,NA
"ENSRNOG00000008334",500.573327027755,0.0455661971223189,0.102914688688751,0.442756983506278,0.657941520694882,0.837299918987051
"ENSRNOG00000008427",508.391415766064,0.0184530812520023,0.0927601889107013,0.198933200424664,0.842314998335703,0.934121584927574
